発売日,メーカー,タイトル,⭐クロスレビュー(評価),容量(bit),ジャンル,価格,価格帯,売り上げ本数,ハード,👥クリエイターズ,👨‍💼ディレクター,👨‍💻プログラマー,🎨デザイナー/美術,🎵音楽,📝シナリオ,💼プロデューサー,カセットカラー,ラベル,「対戦」といえば？,「ハイスコア」といえば？,「クリアできなかった」といえば？,
1987-05-01,バンダイ,キン肉マンキン肉星王位争奪戦💾,-,8,ACT,"￥3,300","￥3,500代",0,2,,,,増田雅人,,,,-,対戦,-,-,-,
1987-05-01,スクウェア,ハオ君の不思議な旅💾,-,8,ACT,"￥3,400","￥3,500代",0,2,,,長谷川浩|草津きよし,,平野洋一郎|草津きよし|カズミ,長谷川浩|草津きよし,,-,-,-,-,-,
1987-05-19,イマジニア,聖剣サイコカリバー魔獣の森伝説💾,-,8,ARPG,"￥4,900","￥5,000代",0,2,,,,,,,,-,-,-,-,-,
1987-05-25,カプコン,セクションZ💾,-,8,SHT,"￥2,980","￥3,000代",0,2,,,有馬俊夫,西山隆志,河本圭代,,,-,-,-,-,-,
1987-05-25,バンダイ,プロゴルファー猿影のトーナメント💾,-,8,SPT,"￥3,300","￥3,500代",0,2,,,,,,,,-,-,-,-,-,
1987-05-30,任天堂,スマッシュピンポン💾,-,7,SPT,"￥2,500","￥2,500代",0,2,,,AC 井上正廣,,,,,-,-,-,-,-,
1987-05-30,コナミ,迷宮寺院ダババ💾,31,8,PZL,"￥2,980","￥3,000代",0,2,,,松岡伸治|PUUSAN|OBOCHAN,吉本陽一,坂元信也|寺島里恵|禎清宏,,,-,-,-,-,-,
1987-05-30,スクウェア,勇士の紋章ディープダンジョン💾,-,8,RPG,"￥3,400","￥3,500代",0,2,,,,,,,,-,-,-,-,-,
1987-06-02,イーストキューブ,リフレクトワールド💾,-,8,SRPG,"￥3,200","￥3,000代",0,2,,,,,,,,-,-,-,-,-,
1987-06-12,サンソフト,ナゾラーランド第2号💾,-,8,ETC,"￥2,980","￥3,000代",0,2,,,,,,,,-,-,-,-,-,
1987-06-14,任天堂,ゴルフUSコース💾,-,8,SPT,"￥3,500","￥3,500代",56,2,,,,,,,,-,-,-,-,-,
1987-06-19,ポニーキャニオン,ドクター・カオス地獄の扉💾,-,8,ACT,"￥2,900","￥3,000代",0,2,,,,,,,,-,-,-,-,-,
1987-06-19,スコーピオンソフト,マイケルEnglish大冒険💾,-,8,ETC,"￥2,980","￥3,000代",0,2,,,,,,,,-,-,-,-,-,
1987-06-26,コナミ,エキサイティングビリヤード💾,32,8,SPT,"￥2,980","￥3,000代",0,2,,,山田善朗,三品善徳|TATEIWA,藤尾敦,,,-,-,-,-,-,
1987-07-03,スクウェア,磁界少年メットマグDOGからの挑戦状💾,-,8,ACT,"￥3,400","￥3,500代",0,2,,,,,,,,-,-,-,-,-,
1987-07-10,フジテレビ,夢工場ドキドキパニック💾,31,8,ACT,"￥2,600","￥2,500代",0,2,,田邊賢輔,中郷俊彦|竹谷康範|岩脇敏夫|森田和明|TOMICHAN|笠松栄弘|N.AKIIRA|西山達夫,杉山直|フジテレビ,近藤浩治,,宮本茂,-,-,-,-,-,
1987-07-24,コナミ,エキサイティングバスケット💾,-,8,SPT,"￥2,980","￥3,000代",0,2,,,,,,,,-,-,-,-,-,
1987-07-24,スクウェア,クレオパトラの魔宝💾,-,8,RPG,"￥3,300","￥3,500代",0,2,,田中弘道,SUMI|T.IMAI,中田浩美|伊藤博美|たなかりょうこ|みうらまさあき|時田貴司|星野雅紀,植松伸夫,雪ノ浦美樹|ほしののぶゆき,,-,-,-,-,-,
1987-07-24,学習研究社,タイタニックミステリー蒼の戦慄💾,-,8,ADV,"￥3,200","￥3,000代",0,2,,,,,,,,-,-,-,-,-,
1987-07-31,ジャレコ,モンティのドキドキ大脱走💾,-,8,ACT,"￥3,200","￥3,000代",0,2,,,,,,,,-,-,-,-,-,
1987-08-01,アイレム,スーパーロードランナーⅡ💾,-,8,ACT,￥500,￥500代,0,2,,,,,,,,-,-,-,-,-,
1987-08-03,アイレム,麻雀家族💾,-,8,TBL,"￥3,300","￥3,500代",0,2,,,,,,,,-,-,-,-,-,
1987-08-11,コナミ,アルマナの奇跡💾,-,8,ACT,"￥2,980","￥3,000代",0,2,,,,,山下絹代,,,-,-,-,-,-,
1987-08-12,BPS,囲碁九路盤対局💾,33,8,TBL,"￥3,500","￥3,500代",0,2,,,,,,,,-,-,-,-,-,
1987-08-28,コナミ,ドラキュラⅡ呪いの封印💾,-,8,ACT,"￥2,980","￥3,000代",0,2,,赤松仁司,松岡伸浩|桑原やすお,戸隠のりやす,松原健一|寺島里恵|村田幸史,,,-,-,-,-,-,
1987-08-28,タカラ,トランスフォーマーザ・ヘッドマスターズ💾,-,8,ACT,"￥3,300","￥3,500代",0,2,,佐々木勝利,,まがみばん,石田勝範,金田益実,,-,-,-,-,-,
1987-08-28,タイトー,奇々怪界怒涛編💾,-,8,ACT,"￥3,800","￥4,000代",0,2,,,,,,,,-,-,-,-,-,
1987-09-04,任天堂,ふぁみこんむかし話新・鬼ヶ島(前編)💾,30,9,ADV,"￥2,600","￥2,500代",0,2,,,,,,,,-,-,-,-,-,
1987-09-30,任天堂,ふぁみこんむかし話新・鬼ヶ島(後編)💾,-,9,ADV,"￥2,500","￥2,500代",0,2,,,,,,,,-,-,-,-,-,
1987-10-02,スクウェア,カリーンの剣💾,-,8,ARPG,"￥3,300","￥3,500代",0,2,,,,,,,,-,-,-,-,-,
1987-10-02,ソフトプロ,パルサーの光💾,-,8,SHT,"￥2,980","￥3,000代",0,2,,,,,,,,-,-,-,-,-,
1987-10-09,ボースティック,トップルジップ💾,-,8,SHT,"￥4,200","￥4,000代",0,2,,,,,,,,-,-,-,-,-,
1987-10-21,コナミ,ファルシオン💾,-,8,SHT,"￥2,980","￥3,000代",0,2,,,,,,,,-,-,-,-,-,
1987-10-23,アイレム,妖怪屋敷💾,-,8,ACT,"￥3,100","￥3,000代",0,2,,,,,,,,-,-,-,-,-,
1987-10-30,タイトー,バブルボブル💾,-,8,ACT,"￥3,500","￥3,500代",0,2,,,藤末一郎|NISHIYORI,三辻富貴朗,君島正,,,-,-,-,-,-,
1987-10-30,任天堂,ファミコングランプリF1レース💾,-,8,RCG,"￥3,500","￥3,500代",0,2,,,,,,,,-,-,-,-,-,
1987-10-30,トンキンハウス,ファミリーコンポーザー💾,-,8,ETC,"￥2,980","￥3,000代",0,2,,,,,,,,-,-,-,-,-,
1987-11-13,ポニーキャニオン,谷川浩司の将棋指南Ⅱ名人への道💾,-,8,TBL,"￥3,000","￥3,000代",0,2,,,,,,,,-,-,-,-,-,
1987-11-20,バップ,キックチャレンジャーエアフット野菜の国の足戦士💾,-,8,ACT,"￥3,300","￥3,500代",0,2,,,,,,,,-,-,-,-,-,
1987-11-20,バンダイ,SDガンダムワールドガチャポン戦士スクランブルウォーズ💾,-,8,SLG,"￥3,300","￥3,500代",0,2,,,,,,,,-,-,-,-,-,
1987-12-01,任天堂,アイドルホットライン中山美穂のトキメキハイスクール💾,-,8,ADV,"￥3,500","￥3,500代",0,2,,,,,,,,-,-,-,-,-,
1987-12-04,データイースト,サンタクロースの宝箱💾,-,8,ETC,"￥3,300","￥3,500代",0,2,,,,,,,,-,-,-,-,-,
1987-12-04,コナミ,ドレミッコ💾,-,8,ETC,"￥8,980","￥9,000代",0,2,,,,,,,,-,-,-,-,-,
1987-12-08,コナミ,エキサイティングベースボール💾,-,8,SPT,"￥2,980","￥3,000代",0,2,,,,,,,,-,-,-,-,-,
1987-12-12,ソフエル,極楽遊戯(げーむてんごく)💾,-,8,ETC,"￥3,300","￥3,500代",0,2,,,,,,,,-,-,-,-,-,
1987-12-18,バンダイ,ウルトラマン2出撃科特隊💾,-,8,ACT,"￥3,300","￥3,500代",0,2,,,,,,,,-,-,-,-,-,
1987-12-18,サンソフト,ナゾラーランドスペシャルクイズ王を探せ💾,-,8,ETC,"￥2,980","￥3,000代",0,2,,,,,,,,-,-,-,-,-,
1988-01-21,任天堂,アイスホッケー💾,-,7,SPT,"￥2,500","￥2,500代",0,2,,,,,,,,-,-,-,-,-,
1988-01-27,カプコン,ガンスモーク💾,-,8,SHT,"￥3,300","￥3,500代",0,2,,,青木隆,岡本吉起|岡本吉起|船水紀孝|倉本幸代,森安也子,,,-,-,-,-,-,
1988-02-01,HAL研究所,ファイヤーバム💾,-,8,ARPG,"￥3,300","￥3,500代",0,2,,PIKIO MIDORIKAWA,向井忠,PIKIO MIDORIKAWA|☆よしみる,金指英樹,,河副純一郎,-,-,-,-,-,
1988-02-16,コナミ,エキサイティングサッカー💾,-,8,SPT,"￥3,300","￥3,500代",0,2,,,,,,,,-,-,-,-,-,
1988-02-26,タイトー,レプリカート💾,-,8,ACT,"￥3,500","￥3,500代",0,2,,HIROSHI,WATANABE CYCLING KID|SAKATA NO KINTOKI|MEERKAT,くすもとひろき|くすもとひろき|園田健一,さかたつよし|HIROSHI,,くすもとひろき,-,-,-,-,-,
1988-03-03,ジャレコ,ドルイド恐怖の扉💾,-,8,ACT,"￥3,200","￥3,000代",0,2,,,,,,,,-,-,-,-,-,
1988-03-04,ソフトプロ,19(ヌイーゼン)💾,-,8,SHT,"￥2,980","￥3,000代",0,2,,,,,,,,-,-,-,-,-,
1988-03-11,コナミ,ツインビー💾,-,7,SHT,￥500,￥500代,0,2,,,青山和浩,青山和浩,福武茂|佐々木嘉則,,廣下宏治,-,-,-,-,-,
1988-03-11,サンソフト,ナゾラーランド第3号💾,-,8,ETC,"￥2,980","￥3,000代",0,2,,,,,,,,-,-,-,-,-,
1988-03-25,バンダイ,おもいっきり探偵団覇悪怒組魔天郎の挑戦状💾,-,8,ACT,"￥3,300","￥3,500代",0,2,,,,,,,,-,-,-,-,-,
1988-03-25,タイトー,ワードナの森💾,-,8,ACT,"￥3,300","￥3,500代",0,2,,,和田悦拓,,太田理,,,-,-,-,-,-,
1988-03-31,ボースティック,アスピック(ASPIC)魔蛇王の呪い💾,-,8,ARPG,"￥3,300","￥3,500代",0,2,,,,,,,,-,-,-,-,-,
1988-04-08,任天堂,ドンキーコング💾,-,7,ACT,￥500,￥500代,0,2,,宮本茂,駒野目裕久|飯沼実|西田充裕|村田泰裕(AC) |中郷俊彦(FC),宮本茂,兼岡行男,,山内溥|横井軍平(AC)|上村雅之(FC),-,-,-,-,-,
1988-04-14,任天堂,3DホットラリーファミコングランプリⅡ💾,-,8,RCG,"￥3,500","￥3,500代",0,2,,,MIYA AOKI|岩田聡|菅浩秋|金井誠|清水隆雄|西田泰也,清水一伸|菱田達也,金指英樹|菅浩秋|岡素世,,宮本茂,-,-,-,-,-,
1988-04-15,バンダイ,仮面ライダーBLACK対決シャドームーン💾,-,8,ACT,"￥3,300","￥3,500代",0,2,,,,,,,,-,-,-,-,-,
1988-04-22,コナミ,バイオミラクルぼくってウパ💾,-,8,ACT,"￥3,300","￥3,500代",0,2,,,山田善朗|H.EDA|村田司朗|奥田康雄|風仁美,霜出健治|ふなびきひろこ,深見誠一|藤尾敦|中村康三|きのうちかおり|西垣綾子|村田幸史|倉橋裕子,,,-,-,-,-,-,
1988-04-22,ジャレコ,風雲少林拳暗黒の魔王💾,-,8,ACT,"￥3,200","￥3,000代",0,2,,,,,,,,-,-,-,-,-,
1988-04-27,任天堂,ファミコン探偵倶楽部消えた後継者(前編)💾,-,9,ADV,"￥2,600","￥2,500代",0,2,,岡田智,ひとし,坂本賀勇|田中哲次,ひろみ,大澤徹|長井正広,横井軍平,-,-,-,-,-,
1988-05-02,コナミ,ファイナルコマンドー赤い要塞💾,-,8,SHT,"￥3,300","￥3,500代",0,2,,,辻本英之|岡崎博道,中村健吾,田坂真二,,廣下宏治,-,-,-,-,-,
1988-05-14,コナミ,グーニーズ💾,-,7,ACT,￥500,￥500代,0,2,,,,,デイヴ・グルーシン,クリス・コロンバス,,-,-,-,-,-,
1988-06-14,任天堂,ファミコン探偵倶楽部消えた後継者(後編)💾,-,9,ADV,"￥2,600","￥2,500代",0,2,,岡田智,ひとし,坂本賀勇|田中哲次,ひろみ,大澤徹|長井正広,横井軍平,-,-,-,-,-,
1988-06-20,ユース,ファイヤーロック💾,-,8,ACT,"￥3,400","￥3,500代",0,2,,,,,,,,-,-,-,-,-,
1988-06-21,コナミ,リサの妖精伝説💾,-,8,ADV,"￥3,500","￥3,500代",0,2,,,松岡伸浩|村田司朗,霜出健治,坂元信也|前沢秀憲|藤尾敦|禎清宏|村田司朗|森本ゆきえ|山根ミチル,すみじぃーひろみ,,-,-,-,-,-,
1988-07-12,スクウェア,ムーンボールマジック💾,-,8,ETC,￥500,￥500代,0,2,,たかさきかずゆき,マーク・フリント,牧野紀夫,佐藤浩一,たかさきかずゆき,たかさきかずゆき,-,-,-,-,-,
1988-07-12,スクウェア,亜空戦記ライジン💾,-,8,A-STH,￥500,￥500代,0,2,,,かわかみようじ,加藤雅史|加藤雅史|いまいゆき,,,,-,-,-,-,-,
1988-07-19,東映動画,遠山の金さんすぺえす帆Mr.GOLD💾,-,8,ADV,"￥3,400","￥3,500代",0,2,,,,,,,,-,-,-,-,-,
1988-07-19,任天堂,ドンキーコングJr💾,-,7,ACT,￥500,￥500代,0,2,,,緒方旗生(AC)|中郷俊彦(FC),宮本茂|宮本茂|坂本賀勇,兼岡行男,,横井軍平|岡田智(AC)|上村雅之(FC)|山内溥,-,-,-,-,-,
1988-07-22,データイースト,カラテチャンプ(KARATECHAMP)💾,-,8,ACT,"￥3,300","￥3,500代",0,2,,,,,,,,-,-,-,-,-,
1988-07-22,コナミ,コナミックアイスホッケー💾,-,8,SPT,"￥3,300","￥3,500代",0,2,,,,,,,,-,-,-,-,-,
1988-07-29,ジャレコ,らじかるぼんばー地雷くん💾,-,8,ETC,"￥3,200","￥3,000代",0,2,,,,,,,,-,-,-,-,-,
1988-08-05,ソフトプロ,爆闘士パットンくん💾,-,8,ACT,"￥2,980","￥3,000代",0,2,,,,,,,,-,-,-,-,-,
1988-08-10,パック・イン・ビデオ,シルヴィアーナ愛いっぱいの冒険者💾,-,8,RPG,"￥3,500","￥3,500代",0,2,,,,,,,,-,-,-,-,-,
1988-08-10,ポニーキャニオン,谷川浩司の将棋指南Ⅱ新版つめ将棋次の一手💾,-,7,TBL,￥500,￥500代,0,2,,,,,,,,-,-,-,-,-,
1988-08-10,ジャレコ,ビッグチャレンジ!柔道選手権💾,-,8,SPT,"￥3,200","￥3,000代",0,2,,,,,,,,-,-,-,-,-,
1988-08-19,コナミ,コナミックテニス💾,-,8,SPT,"￥3,300","￥3,500代",0,2,,,,,,,,-,-,-,-,-,
1988-08-20,HAL研究所,エッガーランド創造への旅立ち💾,-,8,PZL,￥500,￥500代,0,2,,,,,,,,-,-,-,-,-,
1988-09-02,ポニーキャニオン,魔塔の崩壊💾,-,8,ACT,"￥3,000","￥3,000代",0,2,,,,,,,,-,-,-,-,-,
1988-09-13,タイトー,キック＆ラン💾,-,8,SPT,"￥3,300","￥3,500代",0,2,,,,,,,,-,-,-,-,-,
1988-10-04,東芝EMI,パチコン💾,-,7,ETC,￥500,￥500代,0,2,,,,,,,,-,-,-,-,-,
1988-10-21,ポニーキャニオン,ダンディーゼウオンの復活💾,-,8,RPG,"￥3,000","￥3,000代",0,2,,,,,,,,-,-,-,-,-,
1988-10-21,ジャレコ,ビッグチャレンジ!ドッグファイトスピリッツ💾,-,8,SHT,"￥3,200","￥3,000代",0,2,,,,,,,,-,-,-,-,-,
1988-10-22,バンダイ,ウルトラマン倶楽部地球奪還作戦💾,-,8,RPG,"￥3,300","￥3,500代",0,2,,,,,,,,-,-,-,-,-,
1988-10-28,タイトー,遊メイズ💾,-,8,ETC,"￥3,300","￥3,500代",0,2,,,,,高木正彦,,,-,-,-,-,-,
1988-11-15,カプコン,サムライソード💾,-,8,ADV,"￥3,300","￥3,500代",0,2,,,有馬俊夫|吉田幸司,,下村陽子,,,-,-,-,-,-,
1988-11-18,任天堂,アイスクライマー💾,-,7,ACT,￥500,￥500代,0,2,,三木研次,森田和明|中郷俊彦,宮本茂|杉山直,中塚章人,,山内溥|上村雅之,-,-,-,-,-,
1988-11-18,コナミ,ジャイラス💾,-,8,SHT,"￥3,300","￥3,500代",0,2,,,有馬俊夫|大山秀樹,岡本吉起|岡本吉起,井上正廣,,,-,-,-,-,-,
1988-11-18,データイースト,パチンコGP(グランプリ)💾,-,8,ETC,"￥3,300","￥3,500代",0,2,,,,,,,,-,-,-,-,-,
1988-11-29,バンダイ,じゃあまん探偵団魔隣組丸秘ジゴマ捜査ファイル💾,-,8,ADV,"￥3,300","￥3,500代",0,2,,,,,,,,-,-,-,-,-,
1988-11-30,任天堂,帰ってきたマリオブラザーズ💾,-,8,ACT,￥400,￥500代,0,2,,,,宮本茂,兼岡行男,,山内溥|横井軍平,-,-,-,-,-,
1988-12-09,任天堂,VSエキサイトバイク💾,-,8,RCG,"￥2,500","￥2,500代",0,2,,宮本茂,中郷俊彦,前田実|手塚卓志,中塚章人,,山内溥|宮本茂,-,-,-,-,-,
1988-12-09,サンソフト,なんきんのアドベンチャー💾,-,8,ADV,"￥3,200","￥3,000代",0,2,,,,,,,,-,-,-,-,-,
1988-12-09,データイースト,探偵神宮寺三郎危険な二人(前編)💾,-,9,ADV,"￥3,300","￥3,500代",0,2,,,,,,,,-,-,-,-,-,
1988-12-23,スコーピオンソフト,タロット占い💾,-,8,ETC,"￥2,980","￥3,000代",0,2,,,,,,,,-,-,-,-,-,
1989-01-14,タイトー,ハレーウォーズ💾,-,8,SHT,"￥3,500","￥3,500代",0,2,,,,三辻富貴朗,小倉久佳,,,-,-,-,-,-,
1989-01-24,バンダイ,機動警察パトレイバー第2小隊出動せよ!💾,-,8,ACT,"￥3,300","￥3,500代",0,2,,,,,,,,-,-,-,-,-,
1989-02-03,任天堂,レッキングクルー💾,-,7,ACT,￥500,￥500代,0,2,,岡田智,中村俊之|TOMOYO-chan|YASE SOBAJIMA|AKINA-chan,坂本賀勇|坂本賀勇|加納誠,田中宏和,,山内溥(エグゼクティブ・プロデューサー)|横井軍平,-,-,-,-,-,
1989-02-10,データイースト,探偵神宮寺三郎危険な二人(後編)💾,-,9,ADV,"￥3,300","￥3,500代",0,2,,,,,,,,-,-,-,-,-,
1989-02-16,コトブキシステム,ロジャーラビット💾,-,8,PZL,"￥3,500","￥3,500代",0,2,,,,,アラン・シルヴェストリ,ゲイリー・K・ウルフ(英語版),,-,-,-,-,-,
1989-02-23,バンダイ,タマ＆フレンズ3丁目大冒険💾,-,8,ACT,"￥3,300","￥3,500代",0,2,,,,,,,,-,-,-,-,-,
1989-03-03,バンダイ,SDガンダムワールドガチャポン戦士スクランブルウォーズマップコレクション💾,-,8,SLG,￥500,￥500代,0,2,,,,,,,,-,-,-,-,-,
1989-03-20,ポニーキャニオン,光GENJIローラーパニック💾,-,8,ADV,"￥3,200","￥3,000代",0,2,,,,,澤和雄,,,-,-,-,-,-,
1989-03-28,ジャレコ,ビッグチャレンジ!ガンファイター💾,-,8,SHT,"￥3,200","￥3,000代",0,2,,,,,,,,-,-,-,-,-,
1989-04-28,ソフトプロ,フェアリーテイル💾,-,8,RPG,"￥3,200","￥3,000代",0,2,,,,,,,,-,-,-,-,-,
1989-05-19,パック・イン・ビデオ,パット・パット・ゴルフ💾,-,8,SPT,"￥3,500","￥3,500代",0,2,,,,,,,,-,-,-,-,-,
1989-05-23,任天堂,ファミコン探偵倶楽部Ⅱうしろに立つ少女(前編)💾,-,9,ADV,"￥2,600","￥2,500代",0,2,,,,,,,,-,-,-,-,-,
1989-05-30,任天堂,ピンボール💾,-,7,ETC,￥500,￥500代,0,2,,,,,,,,-,-,-,-,-,
1989-06-23,ジャレコ,ビッグチャレンジ!GOGOボーリング💾,-,8,SPT,"￥3,200","￥3,000代",0,2,,,,,,,,-,-,-,-,-,
1989-06-30,任天堂,ファミコン探偵倶楽部Ⅱうしろに立つ少女(後編)💾,-,9,ADV,"￥2,600","￥2,500代",0,2,,,,,,,,-,-,-,-,-,
1989-08-11,徳間書店,マグマプロジェクトハッカー💾,-,8,RPG,"￥3,500","￥3,500代",0,2,,,,,,,,-,-,-,-,-,
1989-09-23,データイースト,バーガータイム💾,-,7,ACT,￥500,￥500代,0,2,,,,,,,,-,-,-,-,-,
1989-10-14,任天堂,遊遊記ふぁみこんむかし話(前編)💾,-,9,ADV,"￥2,600","￥2,500代",0,2,,,,,,,,-,-,-,-,-,
1989-10-20,パック・イン・ビデオ,かっとび!童児💾,-,8,SPT,"￥3,500","￥3,500代",0,2,,,,,,,,-,-,-,-,-,
1989-11-14,任天堂,遊遊記ふぁみこんむかし話(後編)💾,-,9,ADV,"￥2,600","￥2,500代",0,2,,,,,,,,-,-,-,-,-,
1989-11-24,アテナ,LUTTER(リュッター)💾,-,8,ARPG,￥500,￥500代,0,2,,,,,,,,-,-,-,-,-,
1990-03-23,徳間書店,香港💾,-,7,TBL,"￥2,980","￥3,000代",0,2,,,,,,,,-,-,-,-,-,
1990-04-24,ハドソン,ボンバーマン💾,-,7,ACT,￥500,￥500代,0,2,,,,,,,,-,-,-,-,-,
1990-05-18,ナムコ,ゼビウス💾,-,7,SHT,￥500,￥500代,0,2,,,遠藤雅伸|深谷正一|小島伸一,遠藤雅伸|池上正寿|佐藤誠市|岡本進一郎|遠山茂樹|遠藤雅伸|小野浩|山下正,慶野由利子,,,-,-,-,-,-,
1990-05-18,ナムコ,パックマン💾,-,7,ACT,￥500,￥500代,0,2,,,舟木茂雄,岩谷徹|山下正,石村繁一|甲斐敏夫,,,-,-,-,-,-,
1990-06-05,任天堂,ナイトムーブ💾,-,7,PZL,"￥2,600","￥2,500代",0,2,,,,アレクセイ・パジトノフ,田中宏和,,,-,-,-,-,-,
1990-06-22,ナムコ,ギャラガ💾,-,7,SHT,￥500,￥500代,0,2,,,小川徹,横山茂,大野木宜幸,,,-,-,-,-,-,
1990-07-20,ナムコ,ギャラクシアン💾,-,7,SHT,￥500,￥500代,0,2,,,田城幸一,澤野和則(企画)|石村繁一(基板設計)|山下正|中馬義明|小野浩,石村繁一|安江正樹|甲斐敏夫,,,-,-,-,-,-,
1990-07-20,ナムコ,ディグダグ💾,-,7,ACT,￥500,￥500代,0,2,,,さかいとしお|深谷正一,池上まさとし,慶野由利子,,,-,-,-,-,-,
1990-08-31,ナムコ,ディグダグⅡ💾,-,7,ACT,￥500,￥500代,0,2,,,,,慶野由利子|小沢純子,,,-,-,-,-,-,
1990-09-07,任天堂,バックギャモン💾,-,7,PZL,"￥2,600","￥2,500代",0,2,,,,,,,,-,-,-,-,-,
1990-10-19,徳間書店,パニックスペース💾,-,8,PZL,￥500,￥500代,0,2,,,,,,,,-,-,-,-,-,
